ch,sx,nr,mass
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,19.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,21.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,24.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,30.4
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,25.9
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,22.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,0,0,0,0,0,u,u,u,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,16.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,21.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,u,u,0,0,u,u,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,19.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,17.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,24.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,18.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,19.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,17.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,20.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,31.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,25.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,17.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,22.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,21.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,24.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,20.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,22.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,23.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,17.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,S,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,22.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,u,u,0,0,u,0,u,u,u,u,u,u,u,0,0,0,0,u,0,0,0,0",F,H,21.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,S,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,28.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,31.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,22.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,u,0,0,0,u,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,27.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,20.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,31.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,22.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,21.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,27.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,22.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,17.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,u,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,19.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,20.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,26.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,17.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,18.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,23.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,17.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,18.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,26.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,23.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,u,u,0,0,0,u,u,0,0,0,u,u,u,u,0,u,0,u,0,0,0,0,0,0,0,0,0,0",M,H,26.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,25.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,27.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,u,0,0,0,u,u,0,0,0,0,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",M,H,20.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,23.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,17.7
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,19.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23.2
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,22.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,S,u,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0",M,H,21
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,u,u,0,0,0,0,0,0,0,0,u,0,u,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0",M,H,23.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,u,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,18
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,21.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,22.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,18.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,24.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,27
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,24.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,31
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,23.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,24
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,u,0,u,u,0,0,0,0,u,0,0,0,0",F,H,19
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,26
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",M,H,29
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,22
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,33.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,25
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,33
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,0,0,0,u,u,u,u,0,0,0,0,0,0,u,u,0,0,u,u,u,u,u,0,0,0,0,u,0,0,0,0",F,H,17.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,u,0,u,u,0,0,u,0,0,0,0,0,0,0,0,0,0,0",F,H,26
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,30.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,25
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,17
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,0,u,u,0,u,u,u,0,0,0,0,0,0,0,0,0,0",M,H,23.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,25.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,19.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,u,u,u,u,u,u,0,u,0,0,0,0,0,0,0,0,0,0",M,H,26
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,S,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",F,H,18.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,27.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,u,0,0,0,0,0,0,0,0,0,u,0,u,0,u,0,0,0,0,0,0,0,0,u,0,0,0,0",M,H,27
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,S,0,0,u,0,0,0,0,u,0,0,0,0,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",F,H,23.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,24.5
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,23
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,u,u,u,0,0,0,0,0,0,0,u,u,u,0,0,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,19
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",M,H,27
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,u,0,0,0,0,0,0,0,0,0,u,u,u,u,u,u,0,0,0,0,0,0,0,0,0,0,0,0",F,H,21
